Firstname	nconst	tconst	rating	imdbid	id	title	year	directors	writers	averageRating	numVotes	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	Lastname	birthYear	deathYear	primaryProfession	knownForTitles	name	proportion_male	proportion_female	gender	year_min	year_max
Jennifer	nm0922724	tt1720616	3	1720616	3120	Friends with Kids	2011	nm0922724	nm0922724	6.2	38086	movie	Friends with Kids	Friends with Kids	0	2011	\N	107	Comedy,Drama,Romance	Westfeldt	1970	\N	actress,producer,writer	tt0264761,tt1720616,tt0801428,tt0337656	Jennifer	0.0033	0.9967	female	1880	1992
Jennifer	nm0448768	tt2321549	3	2321549	6011	Babadook, The	2014	nm0448768	nm0448768	6.8	148092	movie	The Babadook	The Babadook	0	2014	\N	93	Drama,Horror	Kent	NA	\N	actress,director,writer	tt0120493,tt0120595,tt2321549,tt0118406	Jennifer	0.0033	0.9967	female	1880	1992
Jenny	nm2639627	tt1701215	3	1701215	3733	Future Weather	2012	nm2639627	nm2639627	6.2	436	movie	Future Weather	Future Weather	0	2012	\N	100	Drama	Deller	1975	\N	producer,director,writer	tt4557776,tt1457758,tt5432114,tt1701215	Jenny	0.0078	0.9922	female	1880	1992
Jeremiah	nm0154819	tt0106387	1	0106387	7619	Benny &amp; Joon	1993	nm0154819	nm0075727,nm0573905	7.2	49239	movie	Benny & Joon	Benny & Joon	0	1993	\N	98	Comedy,Drama,Romance	S.	NA	\N	director,producer,actor	tt0106387,tt0097958,tt0397442	Jeremiah	0.9942	0.0058	male	1880	1992
Jeremiah	nm0154819	tt0118661	3	0118661	4817	Avengers, The	1998	nm0154819	nm0628285,nm0534207	3.7	37129	movie	The Avengers	The Avengers	0	1998	\N	89	Action,Adventure,Sci-Fi	S.	NA	\N	director,producer,actor	tt0106387,tt0097958,tt0397442	Jeremiah	0.9942	0.0058	male	1880	1992
Jeremy	nm1423438	tt5723286	1	5723286	7869	Wheelman	2017	nm1423438	nm1423438	6.4	9051	movie	Wheelman	Wheelman	0	2017	\N	82	Action,Crime,Mystery	Rush	1977	\N	director,writer,producer	tt1399125,tt0769525,tt2316913,tt5723286	Jeremy	0.9938	0.0062	male	1880	1992
Jeremy	nm0522634	tt2165859	0	2165859	5732	In Fear	2013	nm0522634	nm0522634,nm1638619	5.5	7292	movie	In Fear	In Fear	0	2013	\N	85	Horror,Mystery,Thriller	Lovering	NA	\N	director,miscellaneous,writer	tt0360715,tt2165859,tt0433500,tt1076240	Jeremy	0.9938	0.0062	male	1880	1992
Jeremy	nm1275670	tt0884732	3	0884732	6065	Wedding Ringer, The	2015	nm1275670	nm1275670,nm1191891	6.7	61992	movie	The Wedding Ringer	The Wedding Ringer	0	2015	\N	101	Comedy	Garelick	1975	\N	director,writer,producer	tt4595856,tt0452594,tt0403172,tt0884732	Jeremy	0.9938	0.0062	male	1880	1992
Jerry	nm0958387	tt0099653	3	0099653	1130	Ghost	1990	nm0958387	nm0748022	7	167537	movie	Ghost	Ghost	0	1990	\N	127	Drama,Fantasy,Romance	Zucker	1950	\N	producer,writer,director	tt0080339,tt0088286,tt0102510,tt0095705	Jerry	0.9716	0.0284	male	1880	1992
Jerry	nm0958387	tt0250687	3	0250687	5426	Rat Race	2001	nm0958387	nm0106563	6.4	98652	movie	Rat Race	Rat Race	0	2001	\N	112	Adventure,Comedy	Zucker	1950	\N	producer,writer,director	tt0080339,tt0088286,tt0102510,tt0095705	Jerry	0.9716	0.0284	male	1880	1992
Jerry	nm0661577	tt0091777	1	0091777	577	Police Academy 3: Back in Training	1986	nm0661577	nm0411477,nm0698493,nm0704164,nm0087904,nm0790775	5.3	36235	movie	Police Academy 3: Back in Training	Police Academy 3: Back in Training	0	1986	\N	83	Comedy	Paris	1925	1986	director,actor,producer	tt0091777,tt0070992,tt0054533,tt0089822	Jerry	0.9716	0.0284	male	1880	1992
Jerry	nm0958387	tt0113071	2	0113071	5816	First Knight	1995	nm0958387	nm0131661,nm0395924,nm0629933	5.9	60049	movie	First Knight	First Knight	0	1995	\N	134	Action,Adventure,Romance	Zucker	1950	\N	producer,writer,director	tt0080339,tt0088286,tt0102510,tt0095705	Jerry	0.9716	0.0284	male	1880	1992
Jerusha	nm1415801	tt1985019	3	1985019	5106	Austenland	2013	nm1415801	nm1415801,nm4539250	6.3	16716	movie	Austenland	Austenland	0	2013	\N	97	Comedy,Romance	Hess	1980	\N	writer,producer,camera_department	tt0457510,tt0374900,tt1985019,tt1161418	Jerusha	0	1	female	1880	1992
Jerzy	nm0388956	tt0380726	2	0380726	1610	Stara basn. Kiedy slonce bylo bogiem (An Ancient Tale: When the Sun was God)	2003	nm0388956	nm0376215,nm0388956,nm0470002	5.4	970	movie	Stara basn. Kiedy slonce bylo bogiem	Stara basn. Kiedy slonce bylo bogiem	0	2003	\N	103	Adventure,Drama,History	Hoffman	1932	\N	director,writer,producer	tt0128378,tt0064785,tt1783244,tt0072021	Jerzy	1	0	male	1880	1992
Jerzy	nm0804592	tt0066122	1	0066122	2571	Deep End	1970	nm0804592	nm0804592,nm0344761,nm0837877	7.3	4080	movie	Deep End	Deep End	0	1970	\N	92	Drama,Romance	Skolimowski	1938	\N	actor,writer,director	tt0848228,tt1225290,tt1561768,tt0056291	Jerzy	1	0	male	1880	1992
Jerzy	nm0804592	tt1561768	0	1561768	2781	Essential Killing	2010	nm0804592	nm0804592,nm1018717,nm0573140	6.1	6782	movie	Essential Killing	Essential Killing	0	2010	\N	83	Thriller,War	Skolimowski	1938	\N	actor,writer,director	tt0848228,tt1225290,tt1561768,tt0056291	Jerzy	1	0	male	1880	1992
Jerzy	nm0804592	tt0078259	0	0078259	1200	Shout, The	1978	nm0804592	nm0336345,nm0042472,nm0804592	6.8	2783	movie	The Shout	The Shout	0	1978	\N	86	Drama,Horror	Skolimowski	1938	\N	actor,writer,director	tt0848228,tt1225290,tt1561768,tt0056291	Jerzy	1	0	male	1880	1992
Jesper	nm2376562	tt0855805	0	0855805	3957	Farval Falkenberg	2006	nm2376562	nm2376562,nm1234876	6.6	2530	movie	Falkenberg Farewell	Farväl Falkenberg	0	2006	\N	91	Drama	Ganslandt	1978	\N	director,writer,editor	tt0855805,tt2287661,tt1459026,tt1380096	Jesper	1	0	male	1880	1992
Jesse	nm0673400	tt1637706	3	1637706	3021	Our Idiot Brother	2011	nm0673400	nm0673400,nm3077617,nm0772005	6.4	78383	movie	Our Idiot Brother	Our Idiot Brother	0	2011	\N	90	Comedy,Drama	Peretz	NA	\N	director,producer,writer	tt1637706,tt1723816,tt0283288	Jesse	0.9762	0.0238	male	1880	1992
Jesse	nm0245888	tt0278488	1	0278488	6924	How High	2001	nm0245888	nm0008935	6.3	46571	movie	How High	How High	0	2001	\N	93	Comedy,Fantasy	Dylan	1966	\N	director,producer,writer	tt0384642,tt0328828,tt0278488,tt1198099	Jesse	0.9762	0.0238	male	1880	1992
Jessica	nm0789366	tt0378793	3	0378793	1220	Speak	2004	nm0789366	nm1547881,nm0789366,nm1022687	7.4	22396	movie	Speak	Speak	0	2004	\N	89	Drama	Sharzer	1972	\N	producer,writer,editor	tt0378793,tt3531824,tt1844624,tt0312285	Jessica	0.0039	0.9961	female	1880	1992
Jessica	nm0070566	tt0430634	3	0430634	1665	Stick It	2006	nm0070566	nm0070566	6.4	24177	movie	Stick It	Stick It	0	2006	\N	103	Comedy,Drama,Sport	Bendinger	1966	\N	writer,miscellaneous,director	tt0429591,tt0204946,tt0361620,tt0430634	Jessica	0.0039	0.9961	female	1880	1992
Jessica	nm0369618	tt1405809	3	1405809	1803	Lourdes	2009	nm0369618	nm2017718,nm0369618	6.9	2716	movie	Lourdes	Lourdes	0	2009	\N	96	Drama	Hausner	1972	\N	writer,director,producer	tt0415855,tt3003800,tt0228536,tt1405809	Jessica	0.0039	0.9961	female	1880	1992
Jessie	nm0625458	tt0109484	3	0109484	3840	Corrina, Corrina	1994	nm0625458	nm0625458	6.5	10833	movie	Corrina, Corrina	Corrina, Corrina	0	1994	\N	115	Comedy,Drama,Romance	Nelson	NA	\N	writer,producer,actress	tt0109484,tt0108174,tt0490084,tt0277027	Jessie	0.3898	0.6102	female	1880	1992
Jessie	nm0625458	tt2279339	3	2279339	6595	Love the Coopers	2015	nm0625458	nm0737216	5.7	15330	movie	Love the Coopers	Love the Coopers	0	2015	\N	107	Comedy,Fantasy,Romance	Nelson	NA	\N	writer,producer,actress	tt0109484,tt0108174,tt0490084,tt0277027	Jessie	0.3898	0.6102	female	1880	1992
Jessie	nm0625458	tt0277027	3	0277027	5235	I Am Sam	2001	nm0625458	nm0425581,nm0625458	7.6	130395	movie	I Am Sam	I Am Sam	0	2001	\N	132	Drama	Nelson	NA	\N	writer,producer,actress	tt0109484,tt0108174,tt0490084,tt0277027	Jessie	0.3898	0.6102	female	1880	1992
Jill	nm0194866	tt2543508	3	2543508	5587	Life Inside Out	2013	nm0194866	nm0047896,nm0621994	6.4	200	movie	Life Inside Out	Life Inside Out	0	2013	\N	102	Drama	D'Agnenica	NA	\N	editor,editorial_department,producer	tt1758772,tt2543508,tt1481573,tt0243549	Jill	0.0025	0.9975	female	1880	1992
Jill	nm0324142	tt0094286	3	0094286	5789	Waiting for the Moon	1987	nm0324142	nm0324142,nm2641128	6.5	147	tvEpisode	Waiting for the Moon	Waiting for the Moon	0	1987	\N	88	Comedy,Drama,Romance	Godmilow	NA	\N	director,producer,writer	tt0162318,tt0071151,tt0162044,tt0111025	Jill	0.0025	0.9975	female	1880	1992
Jill	nm0819613	tt0118866	3	0118866	1900	Clockwatchers	1997	nm0819613	nm0819613,nm0819614	6.4	4194	movie	Clockwatchers	Clockwatchers	0	1997	\N	96	Comedy,Drama	Sprecher	NA	\N	producer,miscellaneous,writer	tt0268690,tt0118866,tt0421030,tt1512240	Jill	0.0025	0.9975	female	1880	1992
Jill	nm0813561	tt2312890	3	2312890	4619	Afternoon Delight	2013	nm0813561	nm0813561	5.8	8264	movie	Afternoon Delight	Afternoon Delight	0	2013	\N	98	Comedy,Drama	Soloway	1965	\N	producer,writer,director	tt5478730,tt0248654,tt2312890,tt3502262	Jill	0.0025	0.9975	female	1880	1992
Jillian	nm3066399	tt2555268	3	2555268	6709	Maidentrip	2013	nm3066399	\N	7.6	3288	movie	Maidentrip	Maidentrip	0	2013	\N	82	Adventure,Biography,Documentary	Schlesinger	NA	\N	producer,miscellaneous,director	tt2555268	Jillian	0.0045	0.9955	female	1880	1992
Jim	nm0000720	tt0107144	3	0107144	6173	Hot Shots! Part Deux	1993	nm0000720	nm0000720,nm0698493	6.6	73633	movie	Hot Shots! Part Deux	Hot Shots! Part Deux	0	1993	\N	86	Action,Comedy	Abrahams	1944	\N	writer,producer,director	tt0102059,tt0080339,tt0095705,tt0107144	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000464	tt0102536	3	0102536	2846	Night on Earth	1991	nm0000464	nm0000464	7.8	45990	movie	Night on Earth	Night on Earth	0	1991	\N	129	Comedy,Drama	Jarmusch	1953	\N	director,writer,actor	tt0165798,tt0088184,tt0412019,tt1714915	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000720	tt0100911	3	0100911	5614	Welcome Home, Roxy Carmichael	1990	nm0000720	nm0394212	5.9	4146	movie	Welcome Home, Roxy Carmichael	Welcome Home, Roxy Carmichael	0	1990	\N	95	Comedy,Drama	Abrahams	1944	\N	writer,producer,director	tt0102059,tt0080339,tt0095705,tt0107144	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0585344	tt2309021	3	2309021	4948	We Are What We Are	2013	nm0585344	nm0198804,nm0585344,nm1664036	5.9	17203	movie	We Are What We Are	We Are What We Are	0	2013	\N	105	Drama,Horror,Thriller	Mickle	NA	\N	writer,camera_department,director	tt1464580,tt0473514,tt1179031,tt2309021	Jim	0.9946	0.0054	male	1880	1992
Jim	nm1637768	tt1349451	3	1349451	4139	Butter	2011	nm1637768	nm3391804	6.2	18569	movie	Butter	Butter	0	2011	\N	90	Comedy	Field	1979	\N	director,writer,producer	tt0815236,tt2603596,tt4845906,tt1349451	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0788940	tt0083067	3	0083067	7732	Shock Treatment	1981	nm0788940	nm0639782,nm0788940	5.8	3845	movie	Shock Treatment	Shock Treatment	0	1981	\N	94	Comedy,Musical	Sharman	1945	\N	director,writer,actor	tt0083067,tt2231091,tt1267299,tt0073629	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000720	tt0094739	3	0094739	2505	Big Business	1988	nm0000720	nm0682752,nm0747822	6.3	9903	movie	Big Business	Big Business	0	1988	\N	97	Comedy	Abrahams	1944	\N	writer,producer,director	tt0102059,tt0080339,tt0095705,tt0107144	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000720	tt0102059	1	0102059	3563	Hot Shots!	1991	nm0000720	nm0000720,nm0698493	6.7	86651	movie	Hot Shots!	Hot Shots!	0	1991	\N	84	Action,Comedy	Abrahams	1944	\N	writer,producer,director	tt0102059,tt0080339,tt0095705,tt0107144	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0585344	tt1464580	1	1464580	2811	Stake Land	2010	nm0585344	nm0198804,nm0585344	6.5	37308	movie	Stake Land	Stake Land	0	2010	\N	98	Drama,Horror,Sci-Fi	Mickle	NA	\N	writer,camera_department,director	tt1464580,tt0473514,tt1179031,tt2309021	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0788940	tt0073629	3	0073629	1228	Rocky Horror Picture Show, The	1975	nm0788940	nm0639782,nm0788940	7.4	114723	movie	The Rocky Horror Picture Show	The Rocky Horror Picture Show	0	1975	\N	100	Comedy,Musical	Sharman	1945	\N	director,writer,actor	tt0083067,tt2231091,tt1267299,tt0073629	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0564319	tt0111549	3	0111549	4869	Uncovered	1994	nm0564319	nm0702416,nm0386694,nm0564319,nm0052944	5.8	1843	movie	Uncovered	Uncovered	0	1994	\N	103	Thriller	McBride	1941	\N	director,writer,editor	tt0111549,tt0085276,tt0092654,tt0097457	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0006487	tt0765010	3	0765010	1487	Brothers	2009	nm0006487	nm1125275,nm0081540,nm0421314	7.1	96842	movie	Brothers	Brothers	0	2009	\N	105	Drama,Thriller,War	Sheridan	1949	\N	producer,director,writer	tt0298845,tt0107207,tt0118760,tt0097937	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0006487	tt1462041	3	1462041	2834	Dream House	2011	nm0006487	nm0521649	6	55759	movie	Dream House	Dream House	0	2011	\N	84	Drama,Mystery,Thriller	Sheridan	1949	\N	producer,director,writer	tt0298845,tt0107207,tt0118760,tt0097937	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000464	tt1714915	3	1714915	5000	Only Lovers Left Alive	2013	nm0000464	nm0000464,nm7377556	7.3	73249	movie	Only Lovers Left Alive	Only Lovers Left Alive	0	2013	\N	123	Comedy,Drama,Horror	Jarmusch	1953	\N	director,writer,actor	tt0165798,tt0088184,tt0412019,tt1714915	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0236930	tt0093756	1	0093756	579	Police Academy 4: Citizens on Patrol	1987	nm0236930	nm0411477,nm0698493,nm0704164,nm0087904,nm0790775	4.8	34650	movie	Police Academy 4: Citizens on Patrol	Police Academy 4: Citizens on Patrol	0	1987	\N	88	Comedy,Crime	Drake	NA	\N	director,assistant_director,cinematographer	tt0074021,tt0098369,tt0093756,tt0086770	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000464	tt0097940	1	0097940	591	Mystery Train	1989	nm0000464	nm0000464	7.6	20769	movie	Mystery Train	Mystery Train	0	1989	\N	110	Comedy,Crime,Drama	Jarmusch	1953	\N	director,writer,actor	tt0165798,tt0088184,tt0412019,tt1714915	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000464	tt5247022	1	5247022	7367	Paterson	2016	nm0000464	nm0000464,nm0931937,nm3143010	7.4	43143	movie	Paterson	Paterson	0	2016	\N	118	Comedy,Drama,Romance	Jarmusch	1953	\N	director,writer,actor	tt0165798,tt0088184,tt0412019,tt1714915	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000464	tt0379217	3	0379217	4302	Coffee and Cigarettes	2003	nm0000464	nm0000464	7.1	51897	movie	Coffee and Cigarettes	Coffee and Cigarettes	0	2003	\N	95	Comedy,Drama,Music	Jarmusch	1953	\N	director,writer,actor	tt0165798,tt0088184,tt0412019,tt1714915	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0006487	tt0097937	3	0097937	7269	My Left Foot	1989	nm0006487	nm0174934,nm0006487,nm0113272	7.9	56156	movie	My Left Foot	My Left Foot: The Story of Christy Brown	0	1989	\N	103	Biography,Drama	Sheridan	1949	\N	producer,director,writer	tt0298845,tt0107207,tt0118760,tt0097937	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000464	tt0412019	3	0412019	865	Broken Flowers	2005	nm0000464	nm0000464,nm2260851,nm0238138	7.2	87831	movie	Broken Flowers	Broken Flowers	0	2005	\N	106	Comedy,Drama,Mystery	Jarmusch	1953	\N	director,writer,actor	tt0165798,tt0088184,tt0412019,tt1714915	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000464	tt0090967	1	0090967	3203	Down by Law	1986	nm0000464	nm0000464	7.8	40301	movie	Down by Law	Down by Law	0	1986	\N	107	Comedy,Crime,Drama	Jarmusch	1953	\N	director,writer,actor	tt0165798,tt0088184,tt0412019,tt1714915	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0266302	tt0162710	3	0162710	5873	Trick	1999	nm0266302	nm0769778	7.2	7353	movie	Trick	Trick	0	1999	\N	89	Comedy,Music,Romance	Fall	1962	\N	director,writer,producer	tt0162710,tt1807892,tt0306841,tt0823158	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0006487	tt0107207	2	0107207	7514	In the Name of the Father	1993	nm0006487	nm0174840,nm0313623,nm0006487	8.1	126757	movie	In the Name of the Father	In the Name of the Father	0	1993	\N	133	Biography,Drama	Sheridan	1949	\N	producer,director,writer	tt0298845,tt0107207,tt0118760,tt0097937	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0001345	tt0091369	3	0091369	253	Labyrinth	1986	nm0001345	nm0497140,nm0001345,nm0001402	7.4	104968	movie	Labyrinth	Labyrinth	0	1986	\N	101	Adventure,Family,Fantasy	Henson	1936	1990	actor,writer,producer	tt0083791,tt0079588,tt0091369,tt1204342	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0266302	tt0306841	3	0306841	6161	Lizzie McGuire Movie, The	2003	nm0266302	nm0418070,nm0214036,nm0833828,nm0591673	5.4	30755	movie	The Lizzie McGuire Movie	The Lizzie McGuire Movie	0	2003	\N	94	Adventure,Comedy,Family	Fall	1962	\N	director,writer,producer	tt0162710,tt1807892,tt0306841,tt0823158	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0318947	tt0119345	3	0119345	4657	I Know What You Did Last Summer	1997	nm0318947	nm0242028,nm0932078	5.7	115204	movie	I Know What You Did Last Summer	I Know What You Did Last Summer	0	1997	\N	101	Horror,Mystery,Thriller	Gillespie	NA	\N	director,assistant_director,producer	tt2782844,tt0428251,tt0119345,tt0160184	Jim	0.9946	0.0054	male	1880	1992
Jim	nm1425385	tt1438216	3	1438216	2202	Oranges and Sunshine	2010	nm1425385	nm0613163,nm4696100	7.1	4486	movie	Oranges and Sunshine	Oranges and Sunshine	0	2010	\N	105	Drama,History	Loach	1969	\N	director,producer	tt1438216,tt2670882,tt2480498,tt0377260	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0540075	tt0117128	1	0117128	6441	Mystery Science Theater 3000: The Movie	1996	nm0540075	nm0625621,nm0064546,nm0540075,nm0614436,nm0670447,nm0152255,nm0427638,nm0388273	7.4	16546	movie	Mystery Science Theater 3000: The Movie	Mystery Science Theater 3000: The Movie	0	1996	\N	73	Comedy,Horror,Sci-Fi	Mallon	1956	\N	producer,writer,actor	tt0117128,tt0289291,tt0090750,tt2935638	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0570995	tt0116418	3	0116418	977	Girls Town	1996	nm0570995	nm0570995,nm0142899,nm0333317,nm0364781,nm0000666	6.2	687	movie	Girls Town	Girls Town	0	1996	\N	90	Comedy,Drama	McKay	NA	\N	director,producer,writer	tt0365020,tt0448992,tt0116418,tt0234407	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0585344	tt0473514	1	0473514	1719	Mulberry Street	2006	nm0585344	nm0198804,nm0585344	5.6	5098	movie	Mulberry St	Mulberry St	0	2006	\N	84	Horror,Sci-Fi,Thriller	Mickle	NA	\N	writer,camera_department,director	tt1464580,tt0473514,tt1179031,tt2309021	Jim	0.9946	0.0054	male	1880	1992
Jim	nm2025001	tt0478976	3	0478976	5547	Bad Reputation	2005	nm2025001	nm2025001	4.3	640	movie	Bad Reputation	Bad Reputation	0	2005	\N	90	Drama,Horror,Thriller	Hemphill	1971	\N	writer,director,actor	tt1727381	Jim	0.9946	0.0054	male	1880	1992
Jim	nm1633002	tt1743922	1	1743922	2711	Donovan&#39;s Echo	2011	nm1633002	nm1633002,nm3009751	6.2	1309	movie	Donovan's Echo	Donovan's Echo	0	2011	\N	91	Drama,Fantasy,Mystery	Cliffe	NA	\N	art_department,director,writer	tt0853192,tt1743922,tt0429543,tt0408271	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0000464	tt0165798	1	0165798	223	Ghost Dog: The Way of the Samurai	1999	nm0000464	nm0000464	7.5	75883	movie	Ghost Dog: The Way of the Samurai	Ghost Dog: The Way of the Samurai	0	1999	\N	116	Action,Crime,Drama	Jarmusch	1953	\N	director,writer,actor	tt0165798,tt0088184,tt0412019,tt1714915	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0640226	tt0061398	3	0061398	3712	Berserk	1967	nm0640226	nm0437189,nm0169432	5	1299	movie	Berserk	Berserk	0	1967	\N	96	Horror,Mystery,Thriller	O'Connolly	1926	\N	producer,production_manager,writer	tt0064192,tt0071849,tt0057599,tt0068716	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0001345	tt0082474	3	0082474	2073	Great Muppet Caper, The	1981	nm0001345	nm0665305,nm0850695,nm0432075,nm0741439	7.2	11171	movie	The Great Muppet Caper	The Great Muppet Caper	0	1981	\N	97	Adventure,Comedy,Crime	Henson	1936	1990	actor,writer,producer	tt0083791,tt0079588,tt0091369,tt1204342	Jim	0.9946	0.0054	male	1880	1992
Jim	nm0564319	tt0085276	0	0085276	2255	Breathless	1983	nm0564319	nm0000076,nm0000419,nm0141281,nm0564319	5.8	7189	movie	Breathless	Breathless	0	1983	\N	100	Action,Drama,Romance	McBride	1941	\N	director,writer,editor	tt0111549,tt0085276,tt0092654,tt0097457	Jim	0.9946	0.0054	male	1880	1992
Jimmy	nm0613471	tt0090315	0	0090315	2670	When the Wind Blows	1986	nm0613471	nm0109076	7.8	8097	movie	When the Wind Blows	When the Wind Blows	0	1986	\N	84	Animation,Comedy,Drama	T.	1933	2014	director,animation_department,producer	tt0080421,tt0082509,tt0084701,tt0090315	Jimmy	0.9918	0.0082	male	1880	1992
Jimmy	nm0762727	tt0067367	3	0067367	4327	Lust for a Vampire	1971	nm0762727	nm0309633,nm0494257	5.8	1767	movie	Lust for a Vampire	Lust for a Vampire	0	1971	\N	95	Horror	Sangster	1927	2011	writer,miscellaneous,assistant_director	tt0060288,tt0079450,tt0051554,tt0053085	Jimmy	0.9918	0.0082	male	1880	1992
Joachim	nm1258686	tt2217859	1	2217859	7062	Louder Than Bombs	2015	nm1258686	nm1258686,nm1258777	6.6	9358	movie	Louder Than Bombs	Louder Than Bombs	0	2015	\N	109	Drama	Trier	NA	\N	director,writer,soundtrack	tt0827517,tt1736633,tt6304046,tt2217859	Joachim	1	0	male	1880	1992
Joachim	nm1258686	tt1736633	1	1736633	6697	Oslo, 31. august	2011	nm1258686	nm0478934,nm1258686,nm1258777	7.7	15669	movie	Oslo, August 31st	Oslo, 31. august	0	2011	\N	95	Drama	Trier	NA	\N	director,writer,soundtrack	tt0827517,tt1736633,tt6304046,tt2217859	Joachim	1	0	male	1880	1992
Joachim	nm1258686	tt0827517	1	0827517	5213	Reprise	2006	nm1258686	nm1258686,nm1258777	7.4	8199	movie	Reprise	Reprise	0	2006	\N	105	Drama	Trier	NA	\N	director,writer,soundtrack	tt0827517,tt1736633,tt6304046,tt2217859	Joachim	1	0	male	1880	1992
Joan	nm0139905	tt1587309	3	1587309	5352	If I Were You	2012	nm0139905	nm0139905	7	1620	movie	If I Were You	If I Were You	0	2012	\N	115	Comedy,Drama	Carr-Wiggin	NA	\N	writer,director,producer	tt3326096,tt0411234,tt4994564,tt1587309	Joan	0.0054	0.9946	female	1880	1992
Joan	nm0293445	tt0096037	3	0096037	2485	Satisfaction	1988	nm0293445	nm0700942	4.8	2992	movie	Satisfaction	Satisfaction	0	1988	\N	92	Comedy,Music,Romance	Freeman	NA	\N	director,writer,producer	tt0096037,tt0103158,tt0088195,tt0475759	Joan	0.0054	0.9946	female	1880	1992
Joan	nm0798717	tt0094921	3	0094921	4990	Crossing Delancey	1988	nm0798717	nm0762000	6.9	2973	movie	Crossing Delancey	Crossing Delancey	0	1988	\N	97	Comedy,Romance	Micklin	1935	\N	director,writer,producer	tt0094921,tt0073107,tt0079278,tt0097790	Joan	0.0054	0.9946	female	1880	1992
Joan	nm0798717	tt0097790	3	0097790	7048	Loverboy	1989	nm0798717	nm0771494,nm0740568,nm0228908	6	6085	movie	Loverboy	Loverboy	0	1989	\N	98	Comedy	Micklin	1935	\N	director,writer,producer	tt0094921,tt0073107,tt0079278,tt0097790	Joan	0.0054	0.9946	female	1880	1992
